SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,Industry,Segment,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,Applies,Timeframe
AARON,20260821,141.85,147.89,136.8,137.64,18005003.06,AARON INDUSTRIES LIMITED,Diversified,Cash Only,20260821,140.77666666666667,142.345,139.20833333333334,142.345,139.20833333333334,3.136666666666656,2.27889179502082,Wide,Bearish,Below CPR,False,False,0.8461538461538461,52,9759872.129999999,False,False,Overlapping,True,Risk Off,False,None,11.271428571428572,155.4302,,0.278284748626953,1.8447990732026118,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
AARTIDRUGS,20260821,416.3,420.7,404.5,417.4,286858270.75,AARTI DRUGS LTD.,Healthcare & Pharma,Cash Only,20260821,414.2,412.6,415.79999999999995,415.79999999999995,412.6,3.199999999999932,0.7666506947771758,Wide,Bullish,Above CPR,False,False,0.36538461538461536,52,292570720.95000005,False,False,Lower,True,Risk Off,False,None,25.910714285714278,407.116,,0.12350103376981132,0.9804749765067015,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
AARTIIND,20260821,534.1,537.9,516.2,527.2,2511409213.4,AARTI INDUSTRIES LTD,Chemicals,Cash Only,20260821,527.1,527.05,527.1500000000001,527.1500000000001,527.05,0.10000000000013642,0.018968133535685966,Narrow,Bullish,Above CPR,True,False,0.057692307692307696,52,1443193134.5749998,True,False,Inside,True,Risk Off,True,None,36.65357142857142,427.19899999999996,,0.002728247101241178,1.7401754160503091,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
AARTIPHARM,20260821,860.0,892.0,806.4,816.8,1653812372.3,AARTI PHARMALABS LIMITED,Diversified,Cash Only,20260821,838.4,849.2,827.5999999999999,849.2,827.5999999999999,21.600000000000136,2.6444662095984497,Wide,Bearish,Below CPR,False,False,0.8846153846153846,52,574267587.8499999,False,False,Overlapping,True,Risk Off,False,None,70.03214285714287,737.6669999999999,,0.30842980264164604,2.879863686006914,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
AARVI,20260821,153.47,161.0,150.1,152.5,31917813.57,AARVI ENCON LIMITED,Diversified,Cash Only,20260821,154.53333333333333,155.55,153.51666666666665,155.55,153.51666666666665,2.03333333333336,1.3333333333333508,Wide,Bearish,Below CPR,False,False,0.6346153846153846,52,12317003.684999999,False,False,Outside,True,Risk Off,False,None,15.978571428571428,132.0244,,0.12725376247951292,2.5913618592864784,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
AASTHA,20260821,73.0,74.95,73.0,73.03,147893523.54,AASTHA SPINTEX LIMITED,Diversified,Cash Only,20260821,73.66,73.975,73.345,73.975,73.345,0.6299999999999955,0.8626591811584218,Wide,Bearish,Below CPR,False,False,0.4,5,1316733404.77,False,False,Overlapping,False,Risk Off,False,None,,,,,0.11231850198699353,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
AAVAS,20260821,1390.1,1407.9,1351.0,1355.3,546087316.5,AAVAS FINANCIERS LIMITED,Financial Services,Cash Only,20260821,1371.3999999999999,1379.45,1363.3499999999997,1379.45,1363.3499999999997,16.100000000000364,1.1879288718365206,Wide,Bearish,Below CPR,False,False,0.6153846153846154,52,1082677430.9499998,False,False,Lower,True,Risk Off,False,None,100.27142857142859,1434.9460000000001,,0.16056418293204522,0.5043859795071496,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ABANSENT,20260821,31.89,32.79,27.36,27.98,2278596.8,ABANS ENTERPRISES LTD.,Diversified,Cash Only,20260821,29.376666666666665,30.075,28.67833333333333,30.075,28.67833333333333,1.3966666666666683,4.99166071003098,Wide,Bearish,Below CPR,False,False,0.8,5,1491603.96,False,False,Overlapping,False,Risk Off,False,None,,,,,1.527615145242709,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ABB,20260821,7652.5,7760.0,7391.5,7424.0,5170332592.5,ABB INDIA LIMITED,Capital Goods,Cash Only,20260821,7525.166666666667,7575.75,7474.583333333334,7575.75,7474.583333333334,101.16666666666606,1.362697557471256,Wide,Bearish,Below CPR,False,False,0.75,52,7204021326.55,False,False,Lower,True,Risk Off,False,None,507.75,6111.317999999999,,0.19924503528639304,0.7177009003908749,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ABBOTINDIA,20260821,27145.0,27150.0,25905.0,26230.0,1042809700.0,ABBOTT INDIA LIMITED,Healthcare,Cash Only,20260821,26428.333333333332,26527.5,26329.166666666664,26527.5,26329.166666666664,198.33333333333576,0.7561316558647951,Wide,Bearish,Below CPR,False,False,0.6346153846153846,52,1077633565.0,False,False,Lower,True,Risk Off,False,None,1112.857142857143,27692.7,,0.17821994009413997,0.9676848734755213,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ABCAPITAL,20260821,399.2,413.0,393.8,413.0,7887644164.15,ADITYA BIRLA CAPITAL LTD.,Financial Services,Cash Only,20260821,406.59999999999997,403.4,409.79999999999995,409.79999999999995,403.4,6.399999999999977,1.5496368038740864,Wide,Bullish,Above CPR,False,False,0.7884615384615384,52,7078377970.475,False,False,Overlapping,True,Risk Off,False,None,21.46071428571428,347.42199999999997,,0.29821933766017544,1.1143293275734318,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ABCOTS,20260821,199.1,225.0,198.5,209.42,49801771.480000004,A B COTSPIN INDIA LIMITED,Diversified,Cash Only,20260821,210.97333333333333,211.75,210.19666666666666,211.75,210.19666666666666,1.5533333333333417,0.741731130423714,Moderate,Bearish,Below CPR,False,False,0.3958333333333333,48,42762426.08499999,False,False,Higher,True,Risk Off,False,None,17.862857142857145,,,0.086958839837919,1.1646152016961742,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ABDL,20260821,601.9,617.9,584.3,595.0,763779329.25,ALLIED BLEND N DISTILS L,Fast Moving Consumer Goods,Cash Only,20260821,599.0666666666666,601.0999999999999,597.0333333333333,601.0999999999999,597.0333333333333,4.066666666666606,0.6834733893557321,Moderate,Bearish,Below CPR,False,False,0.19230769230769232,52,1052674003.4,True,True,Lower,True,Risk Off,True,None,47.089285714285744,562.629,,0.08636076349386795,0.7255611203307882,True,False,Short,0.5,None,Week 24 Aug – 28 Aug 2026,Weekly
ABFRL,20260821,55.9,55.9,54.1,54.35,932688042.27,ADITYA BIRLA FASHION & RT,Consumer Services,Cash Only,20260821,54.78333333333333,55.0,54.56666666666666,55.0,54.56666666666666,0.4333333333333371,0.7973014412756894,Wide,Bearish,Below CPR,False,False,0.25,52,1439010379.2150002,True,False,Lower,True,Risk Off,True,None,4.678571428571429,69.0912,,0.09262086513994991,0.648145458671948,False,False,Short,0.5,None,Week 24 Aug – 28 Aug 2026,Weekly
ABINFRA,20260821,10.59,14.44,10.58,12.63,2265537867.9900002,A B INFRABUILD LIMITED,Real Estate & Infra,Cash Only,20260821,12.549999999999999,12.51,12.589999999999998,12.589999999999998,12.51,0.0799999999999983,0.6334125098970569,Moderate,Bullish,Above CPR,False,False,0.18,50,83010401.36500001,False,False,Higher,True,Risk Off,True,None,1.8335714285714286,33.5192,,0.04363069731203647,27.292216767249936,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ABLBL,20260821,88.7,90.65,86.0,86.12,537939217.3199999,ADITYA BIRLA LIFES BRAN L,Consumer Services,Cash Only,20260821,87.58999999999999,88.325,86.85499999999998,88.325,86.85499999999998,1.4700000000000273,1.7069205759405797,Wide,Bearish,Below CPR,False,False,0.7115384615384616,52,564081875.98,False,False,Lower,True,Risk Off,False,None,5.202142857142859,111.581,,0.2825758615955015,0.9536544963183199,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ABMINTLLTD,20260821,56.2,59.44,56.2,56.2,432527.15,ABM INTERNATIONAL LTD,Diversified,Cash Only,20260821,57.28,57.82,56.74,57.82,56.74,1.0799999999999983,1.9217081850533775,Wide,Bearish,Below CPR,False,False,0.48148148148148145,27,205320.16999999998,False,False,Overlapping,True,Risk Off,False,None,6.488571428571428,,,0.16644649933949776,2.1065984408643343,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ABMKNO,20260821,202.0,205.0,185.1,189.87,1886491.7200000002,A B M KNOWLEDGEWARE LTD.,Diversified,Cash Only,20260821,193.32333333333335,195.05,191.5966666666667,195.05,191.5966666666667,3.453333333333319,1.8187882937448354,Wide,Bearish,Below CPR,False,False,0.6111111111111112,18,2267448.42,False,False,Overlapping,True,Risk Off,False,None,21.0,,,0.16444444444444375,0.8319888132229267,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ABREL,20260821,1414.9,1465.0,1377.6,1406.3,1775374560.8,ADITYA BIRLA REAL EST LTD,Realty,Cash Only,20260821,1416.3,1421.3,1411.3,1421.3,1411.3,10.0,0.7110858280594468,Moderate,Bearish,Below CPR,False,False,0.38461538461538464,52,1283942916.1,False,False,Higher,True,Risk Off,False,None,95.54285714285717,1470.9419999999998,,0.10466507177033489,1.3827519421133867,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ACC,20260821,1319.0,1322.7,1286.0,1307.4,773547174.7,ACC LIMITED,Construction Materials,Cash Only,20260821,1305.3666666666666,1304.35,1306.3833333333332,1306.3833333333332,1304.35,2.033333333333303,0.15552496048136016,Narrow,Bullish,Above CPR,True,False,0.07692307692307693,52,1384815801.85,False,False,Lower,True,Risk Off,True,None,57.02857142857145,1571.8519999999999,,0.035654642618569925,0.5585921056552104,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ACCELYA,20260821,1145.3,1159.3,1126.0,1138.6,22804809.7,ACCELYA SOLN INDIA LTD,Diversified,Cash Only,20260821,1141.3,1142.65,1139.9499999999998,1142.65,1139.9499999999998,2.700000000000273,0.23713332162306985,Narrow,Bearish,Below CPR,False,True,0.19230769230769232,52,68590231.45,False,False,Overlapping,True,Risk Off,True,None,43.628571428571426,1245.28,,0.06188605108055636,0.3324789728494202,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ACE,20260821,1085.0,1196.0,1081.7,1182.2,3786191429.1000004,ACTION CONST EQUIP LTD,Capital Goods,Cash Only,20260821,1153.3,1138.85,1167.75,1167.75,1138.85,28.90000000000009,2.44459482321097,Wide,Bullish,Above CPR,False,False,0.8269230769230769,52,956431445.2750001,False,False,Higher,True,Risk Off,False,None,68.51785714285718,961.475,,0.4217878550951275,3.958664730028159,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ACEINTEG,20260821,19.0,19.0,17.3,17.89,243986.63,ACE INTEGRATED SOLU. LTD.,Diversified,Cash Only,20260821,18.063333333333333,18.15,17.976666666666667,18.15,17.976666666666667,0.173333333333332,0.968883920253393,Wide,Bearish,Below CPR,False,False,0.40384615384615385,52,451591.365,True,False,Overlapping,True,Risk Off,False,None,2.309999999999999,20.599800000000002,,0.07503607503607448,0.5402818762931838,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ACGL,20260821,1781.1,1880.0,1715.5,1806.2,6850745.9,AUTOMOBILE CORPN OF GOA L,Diversified,Cash Only,20260821,1800.5666666666666,1797.75,1803.3833333333332,1803.3833333333332,1797.75,5.633333333333212,0.3118886797327656,Moderate,Bullish,Above CPR,False,False,1.0,1,6850745.9,False,False,Unknown,False,Risk Off,False,None,,,,,1.0,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ACI,20260821,506.95,517.5,497.0,497.85,287140895.05,ARCHEAN CHEMICAL IND LTD,Diversified,Cash Only,20260821,504.1166666666666,507.25,500.98333333333323,507.25,500.98333333333323,6.266666666666765,1.2587459408791333,Wide,Bearish,Below CPR,False,False,0.6538461538461539,52,356404208.025,False,False,Overlapping,True,Risk Off,False,None,38.18928571428571,572.673,,0.16409489073849196,0.8056607879047784,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ACL,20260821,47.0,47.0,45.0,45.2,2449908.91,ANDHRA CEMENTS LIMITED,Diversified,Cash Only,20260821,45.73333333333333,46.0,45.466666666666654,46.0,45.466666666666654,0.5333333333333456,1.1799410029498798,Wide,Bearish,Below CPR,False,False,0.5128205128205128,39,4574945.88,False,False,Lower,True,Risk Off,False,None,2.943571428571428,,,0.1811857963277564,0.5355055500678404,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ACMESOLAR,20260821,373.55,411.3,361.8,401.6,7015923177.200001,ACME SOLAR HOLDINGS LTD,Power,Cash Only,20260821,391.56666666666666,386.55,396.5833333333333,396.5833333333333,386.55,10.033333333333303,2.4983399734395673,Wide,Bullish,Above CPR,False,False,0.75,52,1812410592.3249998,False,False,Higher,True,Risk Off,False,None,32.91071428571428,284.5006,,0.3048652559233126,3.8710451190863,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ACSTECH,20260821,50.89,52.5,48.42,50.78,60116100.71,A C S TECHNOLOGIES LTD.,Information Technology,Cash Only,20260821,50.56666666666666,50.46,50.673333333333325,50.673333333333325,50.46,0.21333333333332405,0.4201129053432927,Moderate,Bullish,Above CPR,False,False,0.2777777777777778,18,36761027.83,True,False,Higher,True,Risk Off,False,None,4.8985714285714295,,,0.04355011179157971,1.6353215418242566,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ACUTAAS,20260821,3262.0,3399.8,3160.0,3169.0,4494333397.9,ACUTAAS CHEMICALS LIMITED,Healthcare,Cash Only,20260821,3242.933333333333,3279.9,3205.966666666666,3279.9,3205.966666666666,73.9333333333343,2.333017776375333,Wide,Bearish,Below CPR,False,False,0.6538461538461539,52,3847899080.05,False,False,Overlapping,True,Risk Off,False,None,337.99285714285725,2305.636,,0.21874229520207103,1.167996692325309,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ADANIENSOL,20260821,1621.0,1630.0,1527.3,1541.9,19313699734.0,ADANI ENERGY SOLUTION LTD,Power,Cash Only,20260821,1566.4000000000003,1578.65,1554.1500000000005,1578.65,1554.1500000000005,24.499999999999545,1.5889486996562385,Wide,Bearish,Below CPR,False,False,0.5769230769230769,52,8789497224.1,False,False,Lower,True,Risk Off,False,None,120.36428571428571,1173.0710000000001,,0.20354875081597154,2.1973611506518935,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ADANIENT,20260821,3049.0,3058.6,2967.3,2997.0,12381584398.7,ADANI ENTERPRISES LIMITED,Metals & Mining,Cash Only,20260821,3007.633333333333,3012.95,3002.3166666666666,3012.95,3002.3166666666666,10.633333333333212,0.35479924368812854,Moderate,Bearish,Below CPR,False,False,0.15384615384615385,52,17378162184.7,False,False,Inside,True,Risk Off,True,None,164.72857142857143,2480.5759999999996,,0.064550631630676,0.7124795054336032,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ADANIGREEN,20260821,1346.9,1346.9,1281.1,1320.0,6852468316.7,ADANI GREEN ENERGY LTD,Power,Cash Only,20260821,1316.0,1314.0,1318.0,1318.0,1314.0,4.0,0.30303030303030304,Moderate,Bullish,Above CPR,False,False,0.19230769230769232,52,14365957562.25,False,False,Lower,True,Risk Off,True,None,107.45714285714283,1141.38,,0.037224142515288494,0.4769934957003148,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ADANIPORTS,20260821,1700.0,1704.0,1667.0,1700.0,11608444808.7,ADANI PORT & SEZ LTD,Services,Cash Only,20260821,1690.3333333333333,1685.5,1695.1666666666665,1695.1666666666665,1685.5,9.666666666666515,0.5686274509803833,Moderate,Bullish,Above CPR,False,False,0.36538461538461536,52,16366334969.55,False,False,Overlapping,True,Risk Off,False,None,76.25714285714285,1565.568,,0.12676408142874787,0.7092879884407731,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ADANIPOWER,20260821,205.25,208.67,201.77,205.5,13963216981.48,ADANI POWER LTD,Power,Cash Only,20260821,205.31333333333336,205.22,205.40666666666672,205.40666666666672,205.22,0.18666666666672427,0.09083536090838164,Narrow,Bullish,Above CPR,True,False,0.057692307692307696,52,23356202947.015,False,False,Lower,True,Risk Off,True,None,13.669999999999998,196.57659999999998,,0.013655206047309751,0.597837628537328,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ADDIND,20260821,86.0,90.01,71.05,80.66,418111.05000000005,ADDI INDUSTRIES LTD.,Diversified,Cash Only,20260821,80.57333333333334,80.53,80.61666666666667,80.61666666666667,80.53,0.08666666666667311,0.10744689643773012,Narrow,Bullish,Above CPR,True,False,1.0,1,418111.05000000005,False,False,Unknown,False,Risk Off,False,None,,,,,1.0,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ADFFOODS,20260821,263.25,272.1,258.9,267.6,121939232.25,ADF FOODS LIMITED,FMCG & Food Products,Cash Only,20260821,266.2,265.5,266.9,266.9,265.5,1.3999999999999773,0.5231689088191245,Moderate,Bullish,Above CPR,False,False,0.15384615384615385,52,159460035.09500003,False,False,Higher,True,Risk Off,True,None,29.89642857142857,232.87080000000003,,0.046828335921633456,0.7647008993654956,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ADL,20260821,69.88,73.39,68.4,71.98,424075.63,ARCHIDPLY DECOR LIMITED,Diversified,Cash Only,20260821,71.25666666666667,70.89500000000001,71.61833333333334,71.61833333333334,70.89500000000001,0.7233333333333292,1.004908770954889,Wide,Bullish,Above CPR,False,False,0.3269230769230769,52,396642.235,True,False,Inside,True,Risk Off,False,None,7.3500000000000005,74.7454,,0.09841269841269784,1.069164079311927,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ADOR,20260821,1546.2,1701.9,1520.5,1617.6,543867646.9,ADOR WELDING LTD,Diversified,Cash Only,20260821,1613.3333333333333,1611.2,1615.4666666666665,1615.4666666666665,1611.2,4.266666666666424,0.2637652489284387,Moderate,Bullish,Above CPR,False,False,0.15384615384615385,52,97548720.8,True,True,Higher,True,Risk Off,True,None,108.76428571428576,1112.212,,0.03922856329764886,5.575343709683992,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ADROITINFO,20260821,9.9,10.64,9.6,10.04,1528646.72,ADROIT INFOTECH LIMITED,Information Technology,Cash Only,20260821,10.093333333333334,10.120000000000001,10.066666666666666,10.120000000000001,10.066666666666666,0.053333333333334565,0.5312084993360017,Moderate,Bearish,Below CPR,False,False,0.28846153846153844,52,2101150.3200000003,False,False,Higher,True,Risk Off,False,None,0.9842857142857145,9.9042,,0.05418480890179127,0.7275284902034043,True,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ADSL,20260821,113.6,113.6,108.0,108.49,46580787.76,ALLIED DIGITAL SERV. LTD,Diversified,Cash Only,20260821,110.02999999999999,110.8,109.25999999999998,110.8,109.25999999999998,1.5400000000000205,1.4194856668817593,Wide,Bearish,Below CPR,False,False,0.5,52,109450539.52499999,False,False,Lower,True,Risk Off,False,None,9.679999999999998,136.387,,0.15909090909091123,0.42558755728527325,False,False,No setup,0.0,None,Week 24 Aug – 28 Aug 2026,Weekly
ADVAIT,20260821,2104.8,2146.0,2063.8,2086.0,332595200.0,ADVAIT ENRGY TRANSITION L,Diversified,Cash Only,20260821,2098.6,2104.9,2092.2999999999997,2104.9,2092.2999999999997,12.600000000000364,0.6040268456376013,Moderate,Bearish,Below CPR,False,False,0.22580645161290322,31,464304361.6,True,True,Lower,True,Risk Off,True,None,230.04999999999998,,,0.054770702021301305,0.7163301220214081,False,False,Short,0.5,None,Week 24 Aug – 28 Aug 2026,Weekly
